electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,canton,commissioning_date,contract_period_end,company,tariff,project_name,production
0.0225,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7053,47.5461,Hettlingen,8442,8442.0,,ZH,2012-09-28,2037-12-31,Natural person,11361.819999999998,Natural person,24.646
0.012,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6046,46.537,Prilly,1008,1008.0,,VD,2012-09-28,2037-12-31,Juridical person,5951.23,Juridical person,13.598
0.073,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.326,47.249,Geltwil,5637,5637.0,Isenbergschwil 42,AG,2012-09-28,2037-12-31,Daniel Fischer,26163.090000000004,PV Daniel Fischer Geltwil,72.473925
0.02208,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0397,47.0836,Menznau,6122,6122.0,,LU,2012-09-28,2037-12-31,Natural person,8604.55,Natural person,22.525
0.0893,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6329,46.5182,Lausanne,1000,1000.0,Route des Corbessières 4,VD,2012-09-28,2037-12-31,SI-REN SA,37399.59,PV SI-REN SA Lausanne - 002_Boscal_PV,105.51367499999998
0.2471,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.2236,46.1728,Riddes,1908,1908.0,Route d'Ecône,VS,2012-09-28,2037-09-30,Service électrique intercommunal S.A. - SEIC,45336.83000000001,PV SEIC SA Riddes - Bessard Frères,137.92
0.05512,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1438,47.1683,Schenkon,6214,6214.0,Parkstrasse 1a,LU,2012-09-28,2037-12-31,Air Five AG,8897.460000000005,PV Air Five AG Schenkon,24.683229999999995
0.0893,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7321,47.5356,Seuzach,8472,8472.0,Rietstrasse 36,ZH,2012-09-28,2037-12-31,Ackeret Polopferdepension GmbH,41483.43,PV Ackeret Polopferdepension GmbH Seuzach,101.5455
0.05928,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4577,47.2329,Sax,9468,9468.0,Erlen 596,SG,2012-09-28,2037-12-31,Ruedi Gehri,19837.0,PV Ruedi Gehri Sax - Schweinezucht,54.49725
1.1752,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5329,46.8499,Chur,7000,7000.0,Reitnauerweg 14,GR,2012-09-28,2037-12-31,MM Bau GmbH,278011.8100000001,PV MM Bau GmbH Chur,903.9135
0.02185,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,7.0403,46.9293,Vallamand,1586,1586.0,,VD,2012-09-28,2037-12-31,Natural person,11848.5,Natural person,31.017
0.34833,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.1982,46.1875,Leytron,1912,1912.0,Route de Saillon 69,VS,2012-09-28,2037-09-30,Service électrique intercommunal S.A. - SEIC,62268.54,PV SEIC SA Leytron - Buchard Voyages,192.36689999999996
0.08875,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8502,47.269,Tann,8632,8632.0,Tobelstrasse 21,ZH,2012-09-28,2037-12-31,Eugen Eichmann,21201.249999999996,PV Eugen Eichmann Tann,59.79945000000001
0.00624,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,8.0532,46.3607,Mörel,3983,3983.0,,VS,2012-09-28,2037-12-31,Natural person,2047.15,Natural person,4.195
0.02698,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7948,47.1838,Gutenburg ,4932,4932.0,,BE,2012-09-28,2037-12-31,Natural person,11551.589999999998,Natural person,25.277
0.0096,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1345,47.4156,Auenstein,5105,5105.0,,AG,2012-09-28,2037-12-31,Natural person,5392.88,Natural person,11.051
0.0466,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,7.9847,47.2137,Dagmersellen,6252,6252.0,Kätzigen 5,LU,2012-09-28,2037-12-31,Josef & Thomas Gerber,19432.179999999997,PV Josef & Thomas Gerber Dagmersellen,44.98195
0.0771,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6479,46.6858,Vuarrens,1418,1418.0,Route de Corcelles 21,VD,2012-09-29,2037-12-31,Société de Fromagerie coopérative du Gros-de-Vaud,26382.780000000006,PV Société de Fromagerie coopérative du Gros-de-Vaud Essertines ,73.2855
0.1249,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.5359,47.055,Oberarth,6414,6414.0,Alter Pilgerweg 4,SZ,2012-09-29,2037-12-31,Biohof Fluofeld,37082.25,PV Biohof Fluofeld Oberarth - Hühnerstall,121.73682000000001
0.1647,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2038,47.4407,Birr,5242,5242.0,Pestalozzistrasse 100,AG,2012-09-29,2037-12-31,Berufsbildungsheim Neuhof,33683.02,PV Berufsbildungsheim Neuhof Birr - AGV Nr. 124,174.523331
0.03264,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0772,46.9998,Rengg,6162,6162.0,Lutersarni,LU,2012-09-29,2037-12-31,Martin Dahinden und Irené Renggli,10929.2,PV Irené Renggli & Martin Dahinden Rengg,29.067
0.0232,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.3864,47.3908,Teufen,9053,9053.0,,AR,2012-09-29,2037-12-31,Natural person,8956.16,Natural person,23.507
0.04784,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0951,47.4511,Oberstetten,9249,9249.0,Spitzburgstrasse 9,SG,2012-09-29,2037-12-31,Martin Brunnschweiler,21427.149999999994,PV Martin Brunnschweiler Oberstetten,58.384575000000005
0.2257,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,8.9976,47.4622,Sirnach,8370,8370.0,Weidhof 2,TG,2012-09-29,2037-12-31,Christof Stutz,83590.53000000001,PV Christof Stutz Sirnach,249.52399999999997
0.02831,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,8.9866,47.3716,Mühlrüti,9613,9613.0,,SG,2012-09-29,2037-12-31,Natural person,12151.87,Natural person,32.063
0.16831,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.4804,46.9041,Les Verrières,2126,2126.0,Zl de la Glacière 1,NE,2012-09-29,2037-09-30,CMC biacryl SA,26670.209999999995,PV CMC biacryl SA Les Verrières,79.43675
0.027,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5751,47.1698,Gerlafingen,4563,4563.0,,SO,2012-09-29,2037-12-31,Natural person,8596.310000000001,Natural person,22.681565
0.033,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH054,9.3675,47.3693,Haslen,9054,9054.0,Hinterhaslen 31,AI,2012-09-30,2037-12-31,Ocean Capital AG,14961.949999999999,PV Ocean Capital AG Haslen,39.792350000000006
0.04368,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.88,46.9417,Trub,3556,3556.0,Mildbach 200,BE,2012-09-30,2037-12-31,Bernhard Wüthrich,14682.600000000002,PV Bernhard Wüthrich Trub,39.7903
0.0719,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5209,47.3032,Corcelles,2747,2747.0,La Hauteur 55,BE,2012-09-30,2037-12-31,Martin & Lise-Marie Kaempf,26187.049999999996,PV Martin & Lise-Marie Kaempf Corcelles,62.6484
0.10305,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3856,46.9873,Uettligen,3043,3043.0,Oberdettigenstrasse 39,BE,2012-09-30,2037-09-30,Stämpfli Eugen,20269.600000000002,PV Stämpfli Eugen Uettligen - Reithalle Zucht-und Sportstall de Gesto,58.8051
0.04,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH054,9.3675,47.3693,Haslen,9054,9054.0,Vorderhaslen  33,AI,2012-09-30,2037-12-31,Rolf Inauen,16069.84,PV Rolf Inauen Haslen - Freiland Tracker Süd,47.2643
0.0275,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.4094,46.278,Ayent,1966,1966.0,,VS,2012-10-01,2037-12-31,Juridical person,13392.08,Juridical person,29.617
0.0816,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.0724,46.1028,Martigny,1920,1920.0,Place St. Michel 1,VS,2012-10-01,2037-12-31,Forces Motrices de Martigny-Bourg SA (FMMB),21722.749999999996,PV Forces Motrices de Martigny-Bourg SA (FMMB) Martigny - Rehabilitation Centrale,61.107225
0.2006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.3894,46.6891,Vaulion,1325,1325.0,Chemin du Collège 24,VD,2012-10-02,2037-12-31,Philippe Bally,86339.37,PV Philippe Bally Vaulion,207.54659999999998
0.003,Renewable energy,Wind,,Onshore,BFE,CH0,CH02,CH021,7.1348,47.1168,Lamboing,2516,2516.0,,BE,2012-10-03,2032-12-31,Natural person,4.5,Natural person,0.021
0.0045,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,,SH,2012-10-03,2037-12-31,Natural person,2098.78,Natural person,4.727
0.2212,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6829,47.2288,Walliswil bei Wangen,3377,3377.0,Dorfstrasse 23,BE,2012-10-03,2037-12-31,Haas Holz AG,70923.77999999997,PV Haas Holz AG Walliswil bei Wangen,190.35033
0.065,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,7.6332,46.3407,Albinen,3955,3955.0,Kirchgasse 2,VS,2012-10-03,2037-12-31,Gemeinde Albinen,64463.50000000001,Trinkwasserturbinierung Albinen,219.1245
0.0915,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.5297,46.7607,Rances,1439,1439.0,Sur la Cheneau,VD,2012-10-03,2037-12-31,Pascal Randin,38111.880000000005,PV Pascal Randin Rances - Hangar,95.61825
0.00315,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.3369,46.2489,Savièse,1965,1965.0,,VS,2012-10-04,2037-12-31,Natural person,1801.02,Natural person,4.208
0.027,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH06,CH063,8.5834,47.0333,Lauerz,6424,6424.0,,SZ,2012-10-05,2037-12-31,Juridical person,25675.230000000003,Juridical person,94.563
0.0443,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0866,47.2996,Wattwil,9630,9630.0,Bahnhofstrasse 29,SG,2012-10-10,2037-12-31,Berufs- und Weiterbildungszentrum Toggenburg,18154.67,PV BWZ Toggenburg Wattwil,43.225424999999994
0.01516,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,6.9334,46.2842,Collombey,1893,1893.0,,VS,2012-10-11,2037-12-31,Juridical person,4782.34,Juridical person,15.328
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5951,47.0937,Ersigen,3423,3423.0,,BE,2012-10-11,2037-12-31,Natural person,1689.91,Natural person,3.948375
0.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH02,CH022,7.0746,46.66,Vuippens,1633,1633.0,Route du Gérigno 2,FR,2012-10-12,2032-12-31,Association Intercommunale Pour l'Epuration des Eaux du Bassin de la Sionge (AIS),247752.50999999998,B Association Intercommunale Pour lEpuration des Eaux du Bassin de la Sionge  - Station dépuration,1274.012
0.0045,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7679,47.4306,Neschwil,8484,8484.0,,ZH,2012-10-12,2037-12-31,Natural person,2316.5299999999997,Natural person,4.747
0.0349,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0772,46.9998,Finsterwald,6162,6162.0,Tubenmoos ,LU,2012-10-12,2037-12-31,WindMess GmbH,14234.419999999998,PV Windmess GmbH Finsterwald,28.668
0.35,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,7.2447,46.1623,Isérables,1914,1914.0,Place Maison de Commune 1,VS,2012-10-15,2037-12-31,Commune Isérables,322110.63000000006,Turbinage des Eaux Potables Commune Isérables - 1er Palier ,1576.378
0.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH04,CH040,8.4426,47.3552,Birmensdorf,8903,8903.0,Talstrasse 1,ZH,2012-10-16,2032-12-31,Zweckverband Kläranlage Birmensdorf,127516.17000000001,B Zweckverband Kläranlage Birmensdorf - Ersatz BHKW ARA ,541.8219
0.0343,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3862,47.3892,Bergdietikon,8962,8962.0,Kirchstrasse 10,AG,2012-10-17,2037-12-31,Gemeinde Bergdietikon,11995.14,PV Gemeinde Bergdietikon - Schulhaus 1,38.694
0.0969,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5898,46.6096,Cunter,7452,7452.0,Oberdorf 54,GR,2012-10-17,2037-12-31,Carl + Käthi Dosch-Ott,35119.45,PV Carl & Käthi Dosch-Ott Cunter,98.09907
0.037,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,7.8827,46.2294,Staldenried,3933,3933.0,Zer Gischu 58,VS,2012-10-18,2037-12-31,Gemeinde Staldenried,40255.500000000015,K Gemeinde Staldenried TWKW Gischa ,149.61335
0.1056,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.877,46.8398,Bussy,1541,1541.0,Les Maréchets 141,FR,2012-10-18,2037-12-31,Carosserie G.Hug sarl,36953.530000000006,PV Carosserie G.Hug sarl Bussy,105.11075
0.0061,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.7313,47.5069,Füllinsdorf,4414,4414.0,,BL,2012-10-19,2037-12-31,Natural person,2297.43,Natural person,5.758
0.25,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH07,CH070,8.8618,46.4324,Anzonico,6748,6748.0,Campagna ,TI,2012-10-20,2037-12-31,IdroAnzonico SA,202029.47,Centrale Anzonico-Vigna,836.17695
0.0377,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH051,9.0789,47.0336,Ennenda,8755,8755.0,Wiesstrasse 2,GL,2012-10-20,2037-12-31,Schilta AG,11024.5,PV Schilta AG Ennenda - Solardach,30.28705
0.0845,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4364,47.4202,Weiningen,8104,8104.0,Länglistrasse 5,ZH,2012-10-23,2037-12-31,Walter Frei,30626.109999999997,PV Walter Frei Weiningen,86.385375
0.132,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH02,CH021,7.5353,46.7252,Blumenstein,3638,3638.0,Unterbergweg 3,BE,2012-10-24,2037-12-31,Wasserversorgung Gemeindeverband Blattenheid,115693.85,KW Blattenheid,457.8656
0.0052,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.3841,46.2594,Champlan,1971,1971.0,,VS,2012-10-24,2037-12-31,Natural person,4042.27,Natural person,7.417
0.006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,9.017,46.1928,Bellinzona,6500,6500.0,,TI,2012-10-24,2037-12-31,Natural person,2614.24,Natural person,6.552
0.1138,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.4433,47.4109,Speicher,9042,9042.0,Holderschwendi 18,AR,2012-10-25,2037-12-31,Emil Mettler,46077.579999999994,PV Emil Mettler Speicher,114.33645000000001
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.8298,47.6766,Hemishofen,8261,8261.0,,SH,2012-10-25,2037-12-31,Natural person,4592.02,Natural person,10.729
0.145,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH055,9.4329,47.0326,Wangs,7323,7323.0,Schiggstrasse 48,SG,2012-10-25,2037-12-31,Wasserversorgung Vilters-Wangs,182637.55000000005,KWKW Wasserversorgung Vilters-Wangs - Kleinstwasserkraftwerk Masaura,809.9647689999999
0.0088,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.0651,47.60899999999999,Lipperswil,8564,8564.0,,TG,2012-10-25,2037-12-31,Natural person,5031.780000000001,Natural person,10.311
0.0627,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.792,47.3645,Pfäffikon,8330,8330.0,Mettlenstrasse ,ZH,2012-10-26,2037-12-31,Gemeindewerke Pfäffikon ,21571.940000000002,PV Gemeindewerke Pfäffikon,60.167175
0.01587,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4768,47.0823,Azmoos,9478,9478.0,,SG,2012-10-27,2037-12-31,Natural person,4776.849999999999,Natural person,14.652937
0.0051,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6325,46.7781,Steffisburg,3612,3612.0,,BE,2012-10-27,2037-12-31,Natural person,2319.33,Natural person,5.419
0.116,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH04,CH040,8.6687,47.2268,Wädenswil,8820,8820.0,Widen ,ZH,2012-10-29,2032-12-31,Balz Kronauer,370463.67999999993,Co-Vergärung Kronauer Wädenswil,853.32945
0.037,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH056,9.6859,46.673,Filisur,7477,7477.0,Reservoir Jonda,GR,2012-10-29,2037-12-31,TW Energie AG,64963.49,TWKW Jonda Filisur,228.973734
0.0088,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6936,46.6254,Reudlen-Reichenbach,3713,3713.0,,BE,2012-10-30,2037-12-31,Natural person,2731.56,Natural person,6.846
0.0117,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9697,46.3597,Biasca,6710,6710.0,,TI,2012-10-30,2037-12-31,Natural person,4233.530000000001,Natural person,10.745
0.4778,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,8.9533,47.4965,Wängi,9545,9545.0,Wilerstrasse 3,TG,2012-10-31,2037-12-31,Boller Winkler AG,151547.42999999996,PV Boller Winkler AG Wängi - Gewerbepark,471.279
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5951,47.0937,Ersigen,3423,3423.0,,BE,2012-10-31,2037-12-31,Juridical person,1588.7300000000002,Juridical person,3.712
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5951,47.0937,Ersigen,3423,3423.0,,BE,2012-10-31,2037-12-31,Juridical person,1436.77,Juridical person,3.98
0.0304,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.1452,47.1946,Corgémont,2606,2606.0,Rue des Collèges 1,BE,2012-11-01,2037-12-31,Municipalité de Corgémont,15470.969999999998,PV Municipalité de Corgémont - Salle de spectacles,34.077
0.0043,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.2744,47.4386,Andwil,9204,9204.0,,SG,2012-11-01,2037-12-31,Natural person,1564.1899999999998,Natural person,3.9203249999999996
0.0075,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7241,47.5056,Winterthur,8405,8405.0,,ZH,2012-11-02,2037-12-31,Natural person,2733.35,Natural person,7.5716470000000005
0.00992,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7431,47.2141,Thunstetten,4922,4922.0,,BE,2012-11-02,2037-12-31,Natural person,3988.1,Natural person,9.318
0.0329,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9526,47.544,Stein,4332,4332.0,Schulstrasse 32,AG,2012-11-02,2037-12-31,Einwohnergemeinde Stein Gemeinderat,9948.13,PV Gemeinderat Einwohnergemeinde Stein  - Saalbau ,31.885
0.37568,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0005,47.2375,Ernetschwil,8725,8725.0,Eule 1,SG,2012-11-05,2037-12-31,Thomas Eberhard,103830.35000000003,PV Thomas Eberhard Ernetschwil,382.3712
0.0086,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5648,46.6493,Diemtigen,3754,3754.0,,BE,2012-11-06,2037-12-31,Natural person,3522.6600000000003,Natural person,8.828729
0.0832,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.8761,46.8827,Klosters Dorf,7252,7252.0,Gandaweg 183c,GR,2012-11-06,2037-12-31,Josias Jenny,31959.23,PV Josias Jenny Klosters Dorf - Viehstall Hoff,88.77559899999999
0.02754,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.719,47.1948,Wollerau,8832,8832.0,,SZ,2012-11-06,2037-12-31,Natural person,8349.77,Natural person,26.303
0.01047,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.5299,47.4504,Rümlang,8153,8153.0,,ZH,2012-11-06,2037-12-31,Natural person,3001.8700000000003,Natural person,9.81
0.0076,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.9293,47.0721,Les Vieux-Prés,2054,2054.0,,NE,2012-11-06,2037-12-31,Natural person,2751.2999999999997,Natural person,9.171
0.0091,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.9293,47.0721,Les Vieux-Prés,2054,2054.0,,NE,2012-11-06,2037-12-31,Natural person,3327.1800000000003,Natural person,10.664
0.015,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH056,10.298,46.7967,Scuol,7550,7550.0,,GR,2012-11-07,2037-12-31,Juridical person,11667.869999999997,Juridical person,36.312104000000005
0.051,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3064,47.0505,Luzern,6003,6003.0,Burgerstrasse 20,LU,2012-11-07,2037-12-31,Parkhaus Kesselturm AG,19454.389999999996,PV Parkhaus Kesselturm AG Luzern,53.804469000000005
0.0338,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.5627,47.4313,Opfikon,8152,8152.0,Zunstrasse 15,ZH,2012-11-08,2037-12-31,Elektrizitätswerke des Kantons Zürich (EKZ),15888.720000000001,PV EKZ UW Opfikon (Glattbrugg),37.426
0.1193,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH054,9.3623,47.3531,Appenzell,9050,9050.0,Unterrainstrasse 7,AI,2012-11-09,2037-12-31,Schulgemeinde Appenzell,44736.47000000001,PV Schulgemeinde Appenzell - Gringel,127.45425
0.0093,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0854,47.4671,Züberwangen,9523,9523.0,,SG,2012-11-09,2037-12-31,Natural person,4523.11,Natural person,10.568
0.0095,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,8.9901,47.2601,St. Gallenkappel,8735,8735.0,,SG,2012-11-09,2037-12-31,Natural person,3328.9899999999993,Natural person,7.778
0.037,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0397,47.2634,Attelwil,5056,5056.0,Hauptstrasse 5,AG,2012-11-12,2037-12-31,Werner Wölfli,11806.309999999998,"PV Werner Wölfli Attelwil - 10 kWp, 2. Etappe",38.456992
0.11656,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6379,47.1254,Alchenstorf,3473,3473.0,Dorfstrasse 127B,BE,2012-11-12,2037-12-31,Willy Reist,30353.690000000002,PV Willy Reist Alchenstorf,110.37716999999998
0.0064,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.6079,47.6695,Neuhausen,8212,8212.0,,SH,2012-11-13,2037-12-31,Natural person,3007.2600000000007,Natural person,7.537
0.2,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH056,10.3815,46.8339,Ramosch,7556,7556.0,Ramosch ,GR,2012-11-13,2037-12-31,Cumün da Valsot,161996.78,TWKW Tschanüff,681.5661
0.02492,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.6113,47.3688,Kriessern,9451,9451.0,,SG,2012-11-13,2037-12-31,Juridical person,10191.279999999999,Juridical person,29.579
0.228,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0662,47.1685,Mauensee,6216,6216.0,Bergfeld,LU,2012-11-14,2037-12-31,Oscar & Anna Schwenk,64227.51999999999,PV Oscar & Anna Schwenk Mauensee - 2,194.62887
0.022,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH051,9.0802,47.0123,Mitlödi,8756,8756.0,,GL,2012-11-15,2037-12-31,Juridical person,7605.51,Juridical person,21.335
0.126,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2544,47.0333,Obernau,6012,6012.0,Lehnhof ,LU,2012-11-15,2037-12-31,Schweizer Naturstrom AG,50343.409999999996,PV Schweizer Naturstrom Obernau - Lehnhof,116.657302
0.026,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7782,47.622,Guntalingen,8468,8468.0,,ZH,2012-11-15,2037-12-31,Natural person,10812.900000000001,Natural person,28.455
0.0155,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,8.9638,47.4636,Eschlikon,8360,8360.0,,TG,2012-11-15,2037-12-31,Juridical person,6162.61,Juridical person,15.883
0.0192,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3407,47.0202,Luzern,6005,6005.0,,LU,2012-11-16,2037-12-31,Natural person,6233.64,Natural person,11.919
0.0161,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1885,46.8492,Düdingen,3186,3186.0,,FR,2012-11-16,2037-12-31,Juridical person,7418.070000000001,Juridical person,19.394
0.0294,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3164,47.4705,Wettingen,5430,5430.0,,AG,2012-11-16,2037-12-31,Juridical person,11647.439999999999,Juridical person,31.108
